"team","season","opponent","year","month","day","teamscore","opponentscore","location","overtime"
"Massachusetts","2015-16","Boston U.",2015,12,19,73,56,"Home",0
"Massachusetts","2015-16","Hartford",2015,12,22,63,57,"Home",0
"Massachusetts","2015-16","UMass Lowell",2015,12,30,84,58,"Home",0
"Massachusetts","2015-16","VCU",2016,1,2,66,74,"Home",0
"Massachusetts","2015-16","Saint Joseph's",2016,1,6,58,62,"Home",0
"Massachusetts","2015-16","St. Bonaventure",2016,1,10,41,66,"Away",0
"Massachusetts","2015-16","Saint Louis",2016,1,13,49,69,"Away",0
"Massachusetts","2015-16","Richmond",2016,1,16,68,74,"Home",0
"Massachusetts","2015-16","George Washington",2016,1,20,50,67,"Away",0
"Massachusetts","2015-16","Rhode Island",2016,1,27,79,80,"Home",0
"Massachusetts","2015-16","George Mason",2016,1,30,59,64,"Away",0
"Massachusetts","2015-16","Duquesne",2016,2,3,64,73,"Away",1
"Massachusetts","2015-16","Fordham",2016,2,6,55,60,"Home",0
"Massachusetts","2015-16","La Salle",2016,2,10,57,66,"Away",0
"Massachusetts","2015-16","St. Bonaventure",2016,2,13,69,60,"Home",0
"Massachusetts","2015-16","Dayton",2016,2,17,76,69,"Home",0
"Massachusetts","2015-16","Davidson",2016,2,21,66,62,"Away",0
"Massachusetts","2015-16","Rhode Island",2016,2,24,71,64,"Away",0
"Massachusetts","2015-16","La Salle",2016,2,27,80,57,"Home",0
"Massachusetts","2015-16","La Salle",2016,3,2,81,65,"Neutral",0
"Massachusetts","2015-16","Fordham",2016,3,3,62,73,"Neutral",1
"McNeese","2015-16","Chattanooga",2015,11,13,53,68,"Away",0
"McNeese","2015-16","Dartmouth",2015,11,20,78,56,"Neutral",0
"McNeese","2015-16","UT Arlington",2015,11,21,63,57,"Away",0
"McNeese","2015-16","Rice",2015,11,25,61,53,"Home",0
"McNeese","2015-16","Southern-N.O.",2015,11,29,97,61,"Home",0
"McNeese","2015-16","Louisiana Col.",2015,12,1,73,59,"Home",0
"McNeese","2015-16","Tulane",2015,12,6,55,74,"Away",0
"McNeese","2015-16","Loyola (LA)",2015,12,9,70,69,"Home",0
"McNeese","2015-16","Baylor",2015,12,13,46,105,"Away",0
"McNeese","2015-16","La.-Monroe",2015,12,16,72,62,"Home",0
"McNeese","2015-16","Ole Miss",2015,12,19,56,96,"Away",0
"McNeese","2015-16","Louisiana Tech",2015,12,22,74,71,"Away",0
"McNeese","2015-16","SFA",2016,1,2,55,80,"Away",0
"McNeese","2015-16","Houston Baptist",2016,1,4,71,64,"Away",0
"McNeese","2015-16","A&M-Corpus Christi",2016,1,9,72,51,"Home",0
"McNeese","2015-16","Abilene Christian",2016,1,13,62,79,"Away",0
"McNeese","2015-16","Sam Houston St.",2016,1,16,82,79,"Home",0
"McNeese","2015-16","UIW",2016,1,20,55,68,"Home",0
"McNeese","2015-16","Northwestern St.",2016,1,23,78,74,"Home",1
"McNeese","2015-16","Southeastern La.",2016,1,27,96,79,"Home",0
"McNeese","2015-16","New Orleans",2016,1,30,77,74,"Away",1
"McNeese","2015-16","New Orleans",2016,2,2,92,63,"Home",0
"McNeese","2015-16","Nicholls St.",2016,2,6,81,85,"Away",0
"McNeese","2015-16","Southeastern La.",2016,2,10,83,74,"Away",0
"McNeese","2015-16","Northwestern St.",2016,2,13,64,85,"Away",0
"McNeese","2015-16","Central Ark.",2016,2,17,56,70,"Home",0
"McNeese","2015-16","Lamar University",2016,2,20,92,84,"Home",0
"McNeese","2015-16","Lamar University",2016,2,24,76,69,"Away",0
"McNeese","2015-16","Nicholls St.",2016,2,27,96,62,"Home",0
"McNeese","2015-16","Central Ark.",2016,3,5,52,76,"Away",0
"McNeese","2015-16","Lamar University",2016,3,11,88,78,"Neutral",0
"McNeese","2015-16","Central Ark.",2016,3,12,64,72,"Neutral",0
"McNeese","2015-16","Stetson",2016,3,17,54,89,"Away",0
"Memphis","2015-16","Jacksonville St.",2015,11,13,70,55,"Home",0
"Memphis","2015-16","Eastern Ill.",2015,11,15,80,49,"Home",0
"Memphis","2015-16","Kansas",2015,11,19,63,72,"Away",0
"Memphis","2015-16","Georgetown",2015,11,22,57,53,"Home",0
"Memphis","2015-16","Little Rock",2015,11,27,53,61,"Away",0
"Memphis","2015-16","Southern Ill.",2015,11,29,61,58,"Home",0
"Memphis","2015-16","Saint Louis",2015,12,2,57,63,"Home",0
"Memphis","2015-16","George Washington",2015,12,6,62,68,"Home",0
"Memphis","2015-16","Minnesota",2015,12,12,60,70,"Away",0
"Memphis","2015-16","Central Mich.",2015,12,15,64,61,"Away",0
"Memphis","2015-16","Illinois",2015,12,19,81,75,"Home",0
"Memphis","2015-16","Temple",2015,12,30,58,82,"Away",0
"Memphis","2015-16","Tulane",2016,1,3,83,67,"Home",0
"Memphis","2015-16","Houston",2016,1,5,74,57,"Home",0
"Memphis","2015-16","Cincinnati",2016,1,7,64,47,"Away",0
"Memphis","2015-16","Tulsa",2016,1,10,59,65,"Home",0
"Memphis","2015-16","UConn",2016,1,13,46,86,"Home",0
"Memphis","2015-16","SMU",2016,1,16,49,58,"Away",0
"Memphis","2015-16","South Fla.",2016,1,20,88,87,"Home",1
"Memphis","2015-16","Tulsa",2016,1,23,69,58,"Away",0
"Memphis","2015-16","UCF",2016,1,27,75,59,"Home",0
"Memphis","2015-16","UConn",2016,1,30,40,83,"Away",0
"Memphis","2015-16","Cincinnati",2016,2,6,54,51,"Home",0
"Memphis","2015-16","UCF",2016,2,10,69,52,"Away",0
"Memphis","2015-16","East Carolina",2016,2,13,79,78,"Away",1
"Memphis","2015-16","Temple",2016,2,18,100,97,"Home",5
"Memphis","2015-16","South Fla.",2016,2,21,82,97,"Away",0
"Memphis","2015-16","East Carolina",2016,2,27,93,83,"Home",1
"Memphis","2015-16","Houston",2016,2,29,77,64,"Away",0
"Memphis","2015-16","Tulane",2016,3,5,64,70,"Neutral",0
"Memphis","2015-16","UT Martin",2016,3,17,73,79,"Home",0
"Mercer","2015-16","Coastal Ga.",2015,11,13,87,48,"Home",0
"Mercer","2015-16","Tennessee Tech",2015,11,16,63,47,"Away",0
"Mercer","2015-16","Ga. Southern",2015,11,20,62,50,"Home",0
"Mercer","2015-16","Saint Louis",2015,11,22,60,68,"Home",0
"Mercer","2015-16","Charlotte",2015,11,28,62,72,"Neutral",0
"Mercer","2015-16","Howard",2015,11,29,70,53,"Neutral",0
"Mercer","2015-16","Georgia",2015,12,2,44,57,"Away",0
"Mercer","2015-16","Kennesaw St.",2015,12,5,72,61,"Away",0
"Mercer","2015-16","Faulkner",2015,12,13,86,33,"Home",0
"Mercer","2015-16","Florida St.",2015,12,15,36,79,"Away",0
"Mercer","2015-16","Southern Ill.",2015,12,19,52,55,"Home",0
"Mercer","2015-16","Jacksonville St.",2015,12,21,46,39,"Home",0
"Mercer","2015-16","Col. of Charleston",2015,12,30,66,58,"Home",0
"Mercer","2015-16","North Florida",2016,1,2,68,54,"Home",0
"Mercer","2015-16","Florida A&M",2016,1,4,54,50,"Away",0
"Mercer","2015-16","UNC Greensboro",2016,1,7,86,78,"Away",1
"Mercer","2015-16","Western Caro.",2016,1,9,92,88,"Away",1
"Mercer","2015-16","Samford",2016,1,16,63,60,"Away",0
"Mercer","2015-16","Chattanooga",2016,1,21,67,44,"Home",0
"Mercer","2015-16","ETSU",2016,1,23,53,55,"Home",0
"Mercer","2015-16","Wofford",2016,1,28,70,61,"Away",0
"Mercer","2015-16","Furman",2016,1,30,61,50,"Away",0
"Mercer","2015-16","Western Caro.",2016,2,4,63,42,"Home",0
"Mercer","2015-16","UNC Greensboro",2016,2,6,81,47,"Home",0
"Mercer","2015-16","Samford",2016,2,13,63,61,"Home",0
"Mercer","2015-16","ETSU",2016,2,18,61,45,"Away",0
"Mercer","2015-16","Chattanooga",2016,2,20,45,67,"Away",0
"Mercer","2015-16","Wofford",2016,2,25,80,32,"Home",0
"Mercer","2015-16","Furman",2016,2,27,64,62,"Home",0
"Mercer","2015-16","UNC Greensboro",2016,3,3,75,53,"Neutral",0
"Mercer","2015-16","Furman",2016,3,4,64,50,"Neutral",0
"Mercer","2015-16","Chattanooga",2016,3,6,57,65,"Neutral",0
"Mercer","2015-16","Georgia Tech",2016,3,17,56,73,"Away",0
"Merrimack","2015-16","Dist. Columbia",2015,11,13,75,66,"Neutral",0
"Merrimack","2015-16","St. Thomas Aquinas",2015,11,14,49,78,"Away",0
"Merrimack","2015-16","Bentley",2015,11,18,60,68,"Home",0
"Merrimack","2015-16","Molloy",2015,11,21,55,53,"Home",0
"Merrimack","2015-16","Stonehill",2015,11,24,62,74,"Home",0
"Merrimack","2015-16","UIndy",2015,11,27,43,57,"Home",0
"Merrimack","2015-16","St. Edward's",2015,11,28,58,53,"Home",0
"Merrimack","2015-16","Saint Michael's",2015,12,2,72,68,"Away",0
"Merrimack","2015-16","St. Anselm",2015,12,5,60,80,"Away",0
"Merrimack","2015-16","Southern N.H.",2015,12,9,64,44,"Away",0
"Merrimack","2015-16","Franklin Pierce",2015,12,12,58,74,"Away",0
"Merrimack","2015-16","USciences",2015,12,20,58,46,"Away",0
"Merrimack","2015-16","Assumption",2016,1,2,47,54,"Home",0
"Merrimack","2015-16","New Haven",2016,1,6,80,77,"Away",1
"Merrimack","2015-16","Pace",2016,1,9,58,64,"Away",1
"Merrimack","2015-16","Southern Conn. St.",2016,1,12,55,63,"Home",0
"Merrimack","2015-16","Le Moyne",2016,1,16,53,54,"Away",0
"Merrimack","2015-16","Saint Rose",2016,1,20,54,62,"Home",0
"Merrimack","2015-16","Adelphi",2016,1,23,63,42,"Home",0
"Merrimack","2015-16","American Int'l",2016,1,26,37,64,"Away",0
"Merrimack","2015-16","Saint Michael's",2016,2,3,73,67,"Home",0
"Merrimack","2015-16","St. Anselm",2016,2,6,45,61,"Home",0
"Merrimack","2015-16","Stonehill",2016,2,9,61,56,"Away",0
"Merrimack","2015-16","Southern N.H.",2016,2,13,65,55,"Home",0
"Merrimack","2015-16","Assumption",2016,2,17,76,68,"Away",0
"Merrimack","2015-16","Franklin Pierce",2016,2,20,69,51,"Home",0
"Merrimack","2015-16","Bentley",2016,2,23,50,58,"Away",0
"Miami (OH)","2015-16","Northern Ky.",2015,11,13,57,71,"Home",0
"Miami (OH)","2015-16","Evansville",2015,11,16,91,85,"Home",2
"Miami (OH)","2015-16","Austin Peay",2015,11,19,75,60,"Home",0
"Miami (OH)","2015-16","Eastern Ky.",2015,11,24,72,77,"Home",1
"Miami (OH)","2015-16","Morehead St.",2015,11,29,59,57,"Home",0
"Miami (OH)","2015-16","Valparaiso",2015,12,2,75,72,"Away",0
"Miami (OH)","2015-16","Oakland",2015,12,5,65,54,"Home",0
"Miami (OH)","2015-16","UT Martin",2015,12,15,47,74,"Away",0
"Miami (OH)","2015-16","Michigan",2015,12,19,55,97,"Away",0
"Miami (OH)","2015-16","LIU",2015,12,29,68,49,"Neutral",0
"Miami (OH)","2015-16","Fla. Atlantic",2015,12,30,65,68,"Away",1
"Miami (OH)","2015-16","Bowling Green",2016,1,2,58,64,"Home",0
"Miami (OH)","2015-16","Northern Ill.",2016,1,6,66,60,"Home",0
"Miami (OH)","2015-16","Ball St.",2016,1,9,41,66,"Away",0
"Miami (OH)","2015-16","Toledo",2016,1,13,50,55,"Home",0
"Miami (OH)","2015-16","Western Mich.",2016,1,16,66,80,"Away",0
"Miami (OH)","2015-16","Central Mich.",2016,1,20,58,72,"Home",0
"Miami (OH)","2015-16","Buffalo",2016,1,23,69,58,"Home",0
"Miami (OH)","2015-16","Central Mich.",2016,1,30,54,77,"Away",0
"Miami (OH)","2015-16","Kent St.",2016,2,3,55,52,"Home",0
"Miami (OH)","2015-16","Akron",2016,2,6,65,77,"Away",0
"Miami (OH)","2015-16","Northern Ill.",2016,2,10,73,92,"Away",0
"Miami (OH)","2015-16","Eastern Mich.",2016,2,13,46,70,"Home",0
"Miami (OH)","2015-16","Ohio",2016,2,17,44,72,"Away",0
"Miami (OH)","2015-16","Buffalo",2016,2,20,39,58,"Away",0
"Miami (OH)","2015-16","Akron",2016,2,24,62,65,"Home",1
"Miami (OH)","2015-16","Bowling Green",2016,2,27,56,76,"Away",0
"Miami (OH)","2015-16","Kent St.",2016,3,2,53,59,"Away",0
"Miami (OH)","2015-16","Ohio",2016,3,5,58,77,"Home",0
"Miami (OH)","2015-16","Akron",2016,3,7,54,66,"Away",0
"Miami (FL)","2015-16","Wright St.",2015,11,13,80,67,"Home",0
"Miami (FL)","2015-16","Bethune-Cookman",2015,11,15,55,47,"Home",0
"Miami (FL)","2015-16","Old Dominion",2015,11,17,61,35,"Away",0
"Miami (FL)","2015-16","Loyola Chicago",2015,11,21,77,50,"Away",0
"Miami (FL)","2015-16","Charlotte",2015,11,23,77,70,"Away",0
"Miami (FL)","2015-16","Milwaukee",2015,11,27,77,38,"Home",0
"Miami (FL)","2015-16","La Salle",2015,11,29,86,58,"Home",0
"Miami (FL)","2015-16","Illinois",2015,12,2,73,64,"Home",0
"Miami (FL)","2015-16","Coppin St.",2015,12,4,78,59,"Home",0
"Miami (FL)","2015-16","UMass Lowell",2015,12,6,84,53,"Home",0
"Miami (FL)","2015-16","Baylor",2015,12,19,81,88,"Neutral",0
"Miami (FL)","2015-16","Indiana",2015,12,20,89,75,"Neutral",0
"Miami (FL)","2015-16","FIU",2015,12,22,83,55,"Home",0
"Miami (FL)","2015-16","NC State",2015,12,30,73,44,"Home",0
"Miami (FL)","2015-16","Virginia",2016,1,3,56,76,"Away",0
"Miami (FL)","2015-16","Pittsburgh",2016,1,7,79,55,"Home",0
"Miami (FL)","2015-16","Clemson",2016,1,10,83,49,"Away",0
"Miami (FL)","2015-16","Wake Forest",2016,1,14,71,60,"Home",0
"Miami (FL)","2015-16","North Carolina",2016,1,17,76,61,"Away",0
"Miami (FL)","2015-16","Florida St.",2016,1,24,58,69,"Home",0
"Miami (FL)","2015-16","Virginia Tech",2016,1,28,57,45,"Away",0
"Miami (FL)","2015-16","Syracuse",2016,2,1,51,57,"Home",0
"Miami (FL)","2015-16","Boston College",2016,2,4,67,62,"Away",0
"Miami (FL)","2015-16","Duke",2016,2,7,61,53,"Home",0
"Miami (FL)","2015-16","Georgia Tech",2016,2,11,58,55,"Away",0
"Miami (FL)","2015-16","Notre Dame",2016,2,14,69,90,"Away",0
"Miami (FL)","2015-16","Virginia Tech",2016,2,21,67,56,"Home",1
"Miami (FL)","2015-16","Louisville",2016,2,25,51,79,"Home",0
"Miami (FL)","2015-16","Florida St.",2016,2,28,67,70,"Away",0
"Miami (FL)","2015-16","Pittsburgh",2016,3,3,77,55,"Neutral",0
"Miami (FL)","2015-16","Florida St.",2016,3,4,74,56,"Neutral",0
"Miami (FL)","2015-16","Notre Dame",2016,3,5,67,78,"Neutral",0
"Miami (FL)","2015-16","South Dakota St.",2016,3,19,71,74,"Neutral",0
"Michigan St.","2015-16","Western Mich.",2015,11,15,78,40,"Home",0
"Michigan St.","2015-16","Georgia",2015,11,18,66,45,"Home",0
"Michigan St.","2015-16","Idaho St.",2015,11,21,79,60,"Home",0
"Michigan St.","2015-16","Cincinnati",2015,11,27,103,63,"Neutral",0
"Michigan St.","2015-16","Baylor",2015,11,28,76,84,"Neutral",0
"Michigan St.","2015-16","Louisville",2015,12,3,78,85,"Home",0
"Michigan St.","2015-16","Loyola Chicago",2015,12,6,76,47,"Home",0
"Michigan St.","2015-16","Davidson",2015,12,9,73,44,"Away",0
"Michigan St.","2015-16","Oakland",2015,12,13,82,62,"Away",0
"Michigan St.","2015-16","Northeastern",2015,12,18,77,51,"Away",0
"Michigan St.","2015-16","Detroit Mercy",2015,12,21,81,42,"Home",0
"Michigan St.","2015-16","Ohio St.",2015,12,31,80,85,"Away",0
"Michigan St.","2015-16","Wisconsin",2016,1,3,77,67,"Home",0
"Michigan St.","2015-16","Penn St.",2016,1,7,71,55,"Away",0
"Michigan St.","2015-16","Northwestern",2016,1,10,74,51,"Home",0
"Michigan St.","2015-16","Indiana",2016,1,13,65,81,"Away",0
"Michigan St.","2015-16","Iowa",2016,1,16,80,73,"Home",0
"Michigan St.","2015-16","Rutgers",2016,1,19,59,48,"Home",0
"Michigan St.","2015-16","Purdue",2016,1,27,68,56,"Home",0
"Michigan St.","2015-16","Wisconsin",2016,1,31,77,54,"Away",0
"Michigan St.","2015-16","Michigan",2016,2,3,85,64,"Home",0
"Michigan St.","2015-16","Maryland",2016,2,5,76,85,"Away",0
"Michigan St.","2015-16","Iowa",2016,2,7,74,69,"Away",0
"Michigan St.","2015-16","Penn St.",2016,2,11,61,65,"Home",0
"Michigan St.","2015-16","Nebraska",2016,2,14,66,73,"Away",0
"Michigan St.","2015-16","Rutgers",2016,2,18,70,67,"Away",0
"Michigan St.","2015-16","Minnesota",2016,2,21,114,106,"Home",0
"Michigan St.","2015-16","Illinois",2016,2,24,71,43,"Away",0
"Michigan St.","2015-16","Ohio St.",2016,2,27,107,105,"Home",3
"Michigan St.","2015-16","Purdue",2016,3,4,65,64,"Neutral",0
"Michigan St.","2015-16","Ohio St.",2016,3,5,82,63,"Neutral",0
"Michigan St.","2015-16","Maryland",2016,3,6,44,60,"Neutral",0
"Michigan St.","2015-16","Belmont",2016,3,18,74,60,"Neutral",0
"Michigan St.","2015-16","Mississippi St.",2016,3,20,72,74,"Away",0
"Michigan","2015-16","Binghamton",2015,11,14,90,62,"Home",0
"Michigan","2015-16","Detroit Mercy",2015,11,15,88,61,"Away",0
"Michigan","2015-16","Xavier",2015,11,19,92,54,"Home",0
"Michigan","2015-16","USC Upstate",2015,11,23,119,61,"Home",0
"Michigan","2015-16","Hartford",2015,11,27,83,47,"Home",0
"Michigan","2015-16","Oral Roberts",2015,11,29,61,44,"Home",0
"Michigan","2015-16","Pittsburgh",2015,12,3,82,45,"Home",0
"Michigan","2015-16","Princeton",2015,12,6,57,74,"Away",0
"Michigan","2015-16","UCLA",2015,12,13,77,86,"Home",0
"Michigan","2015-16","Miami (OH)",2015,12,19,97,55,"Home",0
"Michigan","2015-16","Eastern Mich.",2015,12,23,63,64,"Away",0
"Michigan","2015-16","Purdue",2015,12,31,63,65,"Home",0
"Michigan","2015-16","Indiana",2016,1,3,69,77,"Away",1
"Michigan","2015-16","Iowa",2016,1,7,82,75,"Home",0
"Michigan","2015-16","Minnesota",2016,1,10,93,86,"Away",0
"Michigan","2015-16","Maryland",2016,1,14,67,74,"Home",0
"Michigan","2015-16","Penn St.",2016,1,17,91,87,"Away",0
"Michigan","2015-16","Ohio St.",2016,1,21,93,97,"Home",0
"Michigan","2015-16","Nebraska",2016,1,24,81,93,"Home",0
"Michigan","2015-16","Iowa",2016,1,28,69,85,"Away",0
"Michigan","2015-16","Minnesota",2016,1,31,92,76,"Home",0
"Michigan","2015-16","Michigan St.",2016,2,3,64,85,"Away",0
"Michigan","2015-16","Illinois",2016,2,7,96,83,"Home",0
"Michigan","2015-16","Wisconsin",2016,2,11,82,65,"Home",0
"Michigan","2015-16","Purdue",2016,2,14,68,61,"Away",0
"Michigan","2015-16","Maryland",2016,2,17,56,76,"Away",0
"Michigan","2015-16","Penn St.",2016,2,20,78,73,"Home",0
"Michigan","2015-16","Northwestern",2016,2,23,70,65,"Away",0
"Michigan","2015-16","Rutgers",2016,2,28,50,72,"Away",0
"Michigan","2015-16","Iowa",2016,3,3,85,97,"Neutral",0
"Michigan","2015-16","Wright St.",2016,3,16,81,53,"Home",0
"Michigan","2015-16","Bucknell",2016,3,19,95,72,"Home",0
"Michigan","2015-16","San Diego",2016,3,22,78,51,"Home",0
"Michigan","2015-16","Temple",2016,3,28,77,76,"Home",0
"Michigan","2015-16","FGCU",2016,3,31,62,71,"Away",0
"Middle Tenn.","2015-16","Virginia",2015,11,13,66,70,"Home",0
"Middle Tenn.","2015-16","Central Mich.",2015,11,19,59,81,"Away",0
"Middle Tenn.","2015-16","Ole Miss",2015,11,22,84,75,"Home",0
"Middle Tenn.","2015-16","Alabama",2015,11,27,46,64,"Neutral",0
"Middle Tenn.","2015-16","Nevada",2015,11,28,90,46,"Away",0
"Middle Tenn.","2015-16","Austin Peay",2015,11,30,86,55,"Away",0
"Middle Tenn.","2015-16","Xavier",2015,12,6,62,53,"Away",0
"Middle Tenn.","2015-16","Kentucky",2015,12,13,52,68,"Home",0
"Middle Tenn.","2015-16","Missouri St.",2015,12,17,70,54,"Home",0
"Middle Tenn.","2015-16","Tennessee Tech",2015,12,20,69,53,"Home",0
"Middle Tenn.","2015-16","Ohio",2015,12,29,49,72,"Away",0
"Middle Tenn.","2015-16","UAB",2016,1,3,68,40,"Home",0
"Middle Tenn.","2015-16","UTEP",2016,1,7,73,84,"Away",0
"Middle Tenn.","2015-16","UTSA",2016,1,9,74,63,"Away",0
"Middle Tenn.","2015-16","Charlotte",2016,1,14,72,67,"Home",0
"Middle Tenn.","2015-16","Old Dominion",2016,1,16,58,61,"Home",0
"Middle Tenn.","2015-16","North Texas",2016,1,21,76,52,"Away",0
"Middle Tenn.","2015-16","Rice",2016,1,23,61,60,"Away",0
"Middle Tenn.","2015-16","Marshall",2016,1,28,65,54,"Home",0
"Middle Tenn.","2015-16","Western Ky.",2016,1,30,83,75,"Home",0
"Middle Tenn.","2015-16","Fla. Atlantic",2016,2,4,83,73,"Away",0
"Middle Tenn.","2015-16","FIU",2016,2,6,85,62,"Away",0
"Middle Tenn.","2015-16","Louisiana Tech",2016,2,11,68,57,"Home",0
"Middle Tenn.","2015-16","Southern Miss.",2016,2,13,74,44,"Home",0
"Middle Tenn.","2015-16","UAB",2016,2,21,77,72,"Away",1
"Middle Tenn.","2015-16","Western Ky.",2016,2,25,51,62,"Away",0
"Middle Tenn.","2015-16","Marshall",2016,2,27,79,73,"Away",0
"Middle Tenn.","2015-16","Fla. Atlantic",2016,3,3,71,65,"Home",0
"Middle Tenn.","2015-16","FIU",2016,3,5,77,55,"Home",0
"Middle Tenn.","2015-16","Rice",2016,3,10,74,54,"Neutral",0
"Middle Tenn.","2015-16","Marshall",2016,3,11,69,41,"Neutral",0
"Middle Tenn.","2015-16","Old Dominion",2016,3,12,70,54,"Neutral",0
"Middle Tenn.","2015-16","Florida St.",2016,3,19,55,72,"Neutral",0
"Minnesota","2015-16","Wofford",2015,11,13,98,54,"Home",0
"Minnesota","2015-16","Maine",2015,11,20,91,64,"Home",0
"Minnesota","2015-16","Kent St.",2015,11,24,85,73,"Away",0
"Minnesota","2015-16","Stetson",2015,11,27,72,69,"Neutral",0
"Minnesota","2015-16","Auburn",2015,11,28,79,81,"Neutral",1
"Minnesota","2015-16","Duke",2015,12,3,64,84,"Away",0
"Minnesota","2015-16","Towson",2015,12,6,105,86,"Home",0
"Minnesota","2015-16","Memphis",2015,12,12,70,60,"Home",0
"Minnesota","2015-16","New Mexico",2015,12,16,53,72,"Home",0
"Minnesota","2015-16","North Dakota",2015,12,23,57,47,"Home",0
"Minnesota","2015-16","NJIT",2015,12,28,83,50,"Home",0
"Minnesota","2015-16","Rutgers",2015,12,31,55,66,"Away",0
"Minnesota","2015-16","Penn St.",2016,1,3,98,85,"Home",0
"Minnesota","2015-16","Illinois",2016,1,7,106,75,"Away",0
"Minnesota","2015-16","Michigan",2016,1,10,86,93,"Home",0
"Minnesota","2015-16","Purdue",2016,1,14,72,84,"Away",0
"Minnesota","2015-16","Indiana",2016,1,17,78,76,"Home",0
"Minnesota","2015-16","Northwestern",2016,1,20,95,92,"Home",0
"Minnesota","2015-16","Wisconsin",2016,1,23,84,77,"Away",0
"Minnesota","2015-16","Illinois",2016,1,26,82,77,"Home",0
"Minnesota","2015-16","Michigan",2016,1,31,76,92,"Away",0
"Minnesota","2015-16","Rutgers",2016,2,4,85,72,"Home",0
"Minnesota","2015-16","Northwestern",2016,2,7,112,106,"Away",2
"Minnesota","2015-16","Nebraska",2016,2,11,110,73,"Home",0
"Minnesota","2015-16","Iowa",2016,2,15,78,76,"Home",0
"Minnesota","2015-16","Indiana",2016,2,18,79,93,"Away",0
"Minnesota","2015-16","Michigan St.",2016,2,21,106,114,"Away",0
"Minnesota","2015-16","Ohio St.",2016,2,24,90,88,"Home",1
"Minnesota","2015-16","Maryland",2016,2,28,77,110,"Away",0
"Minnesota","2015-16","Northwestern",2016,3,3,74,84,"Neutral",0
"Minnesota","2015-16","Milwaukee",2016,3,16,87,80,"Home",0
"Minnesota","2015-16","South Dakota",2016,3,20,89,101,"Home",0
"Austin Peay","2015-16","California",2015,11,13,58,67,"Home",0
"Austin Peay","2015-16","Christian Brothers",2015,11,14,74,55,"Home",0
"Austin Peay","2015-16","Trevecca Nazarene",2015,11,16,97,75,"Home",0
"Austin Peay","2015-16","Miami (OH)",2015,11,19,60,75,"Away",0
"Austin Peay","2015-16","Wright St.",2015,11,21,56,77,"Away",0
"Austin Peay","2015-16","Ball St.",2015,11,23,44,72,"Away",0
"Austin Peay","2015-16","Vanderbilt",2015,11,27,56,73,"Away",0
"Austin Peay","2015-16","Indiana",2015,11,28,58,90,"Neutral",0
"Austin Peay","2015-16","Middle Tenn.",2015,11,30,55,86,"Home",0
"Austin Peay","2015-16","Western Ky.",2015,12,5,69,88,"Away",0
"Austin Peay","2015-16","Kennesaw St.",2015,12,12,65,73,"Away",0
"Austin Peay","2015-16","Arkansas St.",2015,12,16,55,66,"Away",0
"Austin Peay","2015-16","ETSU",2015,12,21,76,80,"Away",0
"Austin Peay","2015-16","Eastern Ky.",2016,1,2,94,66,"Home",0
"Austin Peay","2015-16","Jacksonville St.",2016,1,7,61,59,"Home",0
"Austin Peay","2015-16","Tennessee Tech",2016,1,9,91,75,"Home",0
"Austin Peay","2015-16","Tennessee St.",2016,1,14,58,66,"Away",0
"Austin Peay","2015-16","Belmont",2016,1,16,82,88,"Away",0
"Austin Peay","2015-16","Morehead St.",2016,1,20,96,75,"Away",0
"Austin Peay","2015-16","Eastern Ill.",2016,1,23,80,45,"Home",0
"Austin Peay","2015-16","SIUE",2016,1,27,61,72,"Home",0
"Austin Peay","2015-16","Southeast Mo. St.",2016,1,30,69,71,"Away",0
"Austin Peay","2015-16","UT Martin",2016,2,3,51,75,"Away",0
"Austin Peay","2015-16","Murray St.",2016,2,6,72,75,"Away",0
"Austin Peay","2015-16","Eastern Ill.",2016,2,10,56,64,"Away",0
"Austin Peay","2015-16","UT Martin",2016,2,13,80,70,"Home",0
"Austin Peay","2015-16","SIUE",2016,2,17,75,94,"Away",0
"Austin Peay","2015-16","Murray St.",2016,2,20,81,72,"Home",0
"Austin Peay","2015-16","Southeast Mo. St.",2016,2,27,74,71,"Home",0
"Austin Peay","2015-16","Eastern Ky.",2016,3,3,68,82,"Neutral",0
"Mississippi St.","2015-16","Samford",2015,11,13,68,47,"Home",0
"Mississippi St.","2015-16","Grambling",2015,11,21,107,43,"Home",0
"Mississippi St.","2015-16","Mississippi Val.",2015,11,24,109,37,"Home",0
"Mississippi St.","2015-16","Norfolk St.",2015,11,27,92,34,"Home",0
"Mississippi St.","2015-16","Savannah St.",2015,11,29,92,25,"Home",0
"Mississippi St.","2015-16","Texas",2015,12,2,47,53,"Away",0
"Mississippi St.","2015-16","Tennessee St.",2015,12,6,82,54,"Home",0
"Mississippi St.","2015-16","Louisiana Tech",2015,12,13,93,63,"Away",0
"Mississippi St.","2015-16","Southern Miss.",2015,12,16,78,65,"Home",0
"Mississippi St.","2015-16","FGCU",2015,12,19,65,60,"Neutral",0
"Mississippi St.","2015-16","Western Mich.",2015,12,20,90,68,"Neutral",0
"Mississippi St.","2015-16","SMU",2015,12,21,72,70,"Neutral",0
"Mississippi St.","2015-16","Southeastern La.",2015,12,28,81,41,"Home",0
"Mississippi St.","2015-16","South Fla.",2015,12,30,68,58,"Neutral",0
"Mississippi St.","2015-16","Florida",2016,1,3,76,70,"Away",0
