"team","season","opponent","year","month","day","teamscore","opponentscore","location","overtime"
"Central Ark.","2014-15","Western Ky.",2014,11,14,57,93,"Away",0
"Central Ark.","2014-15","Eastern Ky.",2014,11,21,55,56,"Neutral",0
"Central Ark.","2014-15","Jackson St.",2014,11,22,56,45,"Neutral",0
"Central Ark.","2014-15","Lyon",2014,11,25,59,43,"Home",0
"Central Ark.","2014-15","Jacksonville St.",2014,11,29,54,63,"Home",0
"Central Ark.","2014-15","Alcorn",2014,12,2,62,36,"Away",0
"Central Ark.","2014-15","Central Baptist",2014,12,4,72,39,"Home",0
"Central Ark.","2014-15","Southeast Mo. St.",2014,12,6,46,48,"Home",0
"Central Ark.","2014-15","Georgia Tech",2014,12,14,50,88,"Away",0
"Central Ark.","2014-15","Williams Baptist",2014,12,16,73,57,"Home",0
"Central Ark.","2014-15","Blue Mountain (MS)",2014,12,19,71,30,"Home",0
"Central Ark.","2014-15","Austin Peay",2014,12,30,63,54,"Home",0
"Central Ark.","2014-15","Abilene Christian",2015,1,4,66,60,"Away",0
"Central Ark.","2014-15","A&M-Corpus Christi",2015,1,6,63,59,"Home",0
"Central Ark.","2014-15","SFA",2015,1,8,46,73,"Home",0
"Central Ark.","2014-15","Lamar University",2015,1,13,46,82,"Away",0
"Central Ark.","2014-15","Houston Baptist",2015,1,15,37,58,"Away",0
"Central Ark.","2014-15","New Orleans",2015,1,21,53,46,"Away",0
"Central Ark.","2014-15","Nicholls St.",2015,1,24,72,75,"Home",1
"Central Ark.","2014-15","Northwestern St.",2015,1,28,63,46,"Home",0
"Central Ark.","2014-15","Southeastern La.",2015,2,4,60,48,"Away",0
"Central Ark.","2014-15","New Orleans",2015,2,7,50,44,"Home",0
"Central Ark.","2014-15","Northwestern St.",2015,2,12,52,54,"Away",0
"Central Ark.","2014-15","UIW",2015,2,15,58,49,"Home",0
"Central Ark.","2014-15","McNeese",2015,2,18,63,65,"Home",0
"Central Ark.","2014-15","Sam Houston St.",2015,2,21,66,63,"Home",0
"Central Ark.","2014-15","Sam Houston St.",2015,2,26,64,56,"Away",0
"Central Ark.","2014-15","Southeastern La.",2015,2,28,73,57,"Home",0
"Central Ark.","2014-15","Nicholls St.",2015,3,5,43,53,"Away",0
"Central Ark.","2014-15","McNeese",2015,3,7,68,72,"Away",0
"Central Ark.","2014-15","Northwestern St.",2015,3,12,49,63,"Neutral",0
"CSUN","2014-15","Idaho",2014,11,14,67,50,"Home",0
"CSUN","2014-15","Sacramento St.",2014,11,16,81,66,"Home",0
"CSUN","2014-15","BYU",2014,11,19,63,54,"Away",0
"CSUN","2014-15","Portland",2014,11,21,45,41,"Home",0
"CSUN","2014-15","Montana St.",2014,11,28,78,66,"Home",0
"CSUN","2014-15","Texas Southern",2014,11,29,63,50,"Home",0
"CSUN","2014-15","Saint Mary's (CA)",2014,12,4,63,73,"Away",0
"CSUN","2014-15","Pepperdine",2014,12,6,74,48,"Home",0
"CSUN","2014-15","Southern California",2014,12,9,74,85,"Away",1
"CSUN","2014-15","Northern Ariz.",2014,12,18,77,71,"Away",0
"CSUN","2014-15","San Diego St.",2014,12,20,65,54,"Away",0
"CSUN","2014-15","FGCU",2014,12,28,64,73,"Neutral",0
"CSUN","2014-15","Saint Joseph's",2014,12,29,54,61,"Away",0
"CSUN","2014-15","Seattle U",2015,1,3,86,63,"Away",0
"CSUN","2014-15","UC Davis",2015,1,8,49,60,"Home",0
"CSUN","2014-15","Hawaii",2015,1,10,53,46,"Home",0
"CSUN","2014-15","UC Santa Barbara",2015,1,15,84,48,"Home",0
"CSUN","2014-15","Cal Poly",2015,1,17,54,63,"Away",0
"CSUN","2014-15","UC Irvine",2015,1,22,72,63,"Away",0
"CSUN","2014-15","Long Beach St.",2015,1,24,67,52,"Away",0
"CSUN","2014-15","UC Riverside",2015,1,29,56,68,"Home",0
"CSUN","2014-15","Hawaii",2015,1,31,49,64,"Away",0
"CSUN","2014-15","UC Davis",2015,2,5,67,73,"Away",0
"CSUN","2014-15","Cal St. Fullerton",2015,2,7,82,51,"Home",0
"CSUN","2014-15","Cal Poly",2015,2,12,70,58,"Home",0
"CSUN","2014-15","UC Santa Barbara",2015,2,14,60,21,"Away",0
"CSUN","2014-15","UC Irvine",2015,2,21,82,60,"Home",0
"CSUN","2014-15","Cal St. Fullerton",2015,2,26,65,53,"Away",0
"CSUN","2014-15","UC Riverside",2015,2,28,88,70,"Away",0
"CSUN","2014-15","Long Beach St.",2015,3,5,77,61,"Home",0
"CSUN","2014-15","UC Davis",2015,3,13,61,47,"Neutral",0
"CSUN","2014-15","Hawaii",2015,3,14,67,60,"Neutral",0
"CSUN","2014-15","Stanford",2015,3,21,60,73,"Away",0
"Col. of Charleston","2014-15","Kennesaw St.",2014,11,14,61,68,"Away",0
"Col. of Charleston","2014-15","UNC Greensboro",2014,11,16,68,70,"Home",0
"Col. of Charleston","2014-15","East Carolina",2014,11,19,55,68,"Away",0
"Col. of Charleston","2014-15","George Mason",2014,11,23,61,71,"Away",0
"Col. of Charleston","2014-15","UConn",2014,11,28,24,85,"Neutral",0
"Col. of Charleston","2014-15","Minnesota",2014,11,29,50,74,"Neutral",0
"Col. of Charleston","2014-15","Villanova",2014,11,30,41,60,"Neutral",0
"Col. of Charleston","2014-15","South Fla.",2014,12,14,47,67,"Away",0
"Col. of Charleston","2014-15","Mercer",2014,12,21,72,59,"Home",0
"Col. of Charleston","2014-15","South Carolina St.",2014,12,28,51,60,"Away",0
"Col. of Charleston","2014-15","USC Upstate",2014,12,30,61,60,"Home",0
"Col. of Charleston","2014-15","Hofstra",2015,1,4,53,78,"Away",0
"Col. of Charleston","2014-15","Delaware",2015,1,6,55,49,"Home",0
"Col. of Charleston","2014-15","UNCW",2015,1,9,57,69,"Away",0
"Col. of Charleston","2014-15","Elon",2015,1,11,68,77,"Away",0
"Col. of Charleston","2014-15","Towson",2015,1,16,52,56,"Home",0
"Col. of Charleston","2014-15","Northeastern",2015,1,18,59,38,"Home",0
"Col. of Charleston","2014-15","Delaware",2015,1,22,49,80,"Away",0
"Col. of Charleston","2014-15","James Madison",2015,1,25,53,73,"Home",0
"Col. of Charleston","2014-15","Drexel",2015,1,30,47,64,"Away",0
"Col. of Charleston","2014-15","Towson",2015,2,1,49,71,"Away",0
"Col. of Charleston","2014-15","Elon",2015,2,8,71,75,"Home",0
"Col. of Charleston","2014-15","Hofstra",2015,2,13,57,69,"Home",0
"Col. of Charleston","2014-15","William & Mary",2015,2,15,59,74,"Away",0
"Col. of Charleston","2014-15","Drexel",2015,2,19,52,63,"Home",0
"Col. of Charleston","2014-15","Northeastern",2015,2,22,56,54,"Away",0
"Col. of Charleston","2014-15","William & Mary",2015,2,26,55,84,"Home",0
"Col. of Charleston","2014-15","UNCW",2015,3,1,65,76,"Home",0
"Col. of Charleston","2014-15","James Madison",2015,3,4,58,107,"Away",0
"Col. of Charleston","2014-15","Towson",2015,3,12,70,79,"Neutral",0
"Sacramento St.","2014-15","San Diego St.",2014,11,14,91,99,"Away",0
"Sacramento St.","2014-15","CSUN",2014,11,16,66,81,"Away",0
"Sacramento St.","2014-15","UC Davis",2014,11,18,82,90,"Home",0
"Sacramento St.","2014-15","New Mexico St.",2014,11,20,93,85,"Home",0
"Sacramento St.","2014-15","Saint Mary's (CA)",2014,11,24,91,99,"Away",0
"Sacramento St.","2014-15","California",2014,12,3,94,107,"Away",0
"Sacramento St.","2014-15","Oregon St.",2014,12,6,61,109,"Away",0
"Sacramento St.","2014-15","UCLA",2014,12,12,83,92,"Away",0
"Sacramento St.","2014-15","Southern California",2014,12,14,99,101,"Away",0
"Sacramento St.","2014-15","Utah St.",2014,12,19,102,92,"Home",0
"Sacramento St.","2014-15","San Jose St.",2014,12,22,94,102,"Away",0
"Sacramento St.","2014-15","Northern Ariz.",2015,1,1,60,64,"Away",0
"Sacramento St.","2014-15","Southern Utah",2015,1,3,69,67,"Away",0
"Sacramento St.","2014-15","North Dakota",2015,1,8,93,86,"Home",0
"Sacramento St.","2014-15","Northern Colo.",2015,1,10,76,71,"Home",0
"Sacramento St.","2014-15","Idaho",2015,1,15,107,89,"Away",0
"Sacramento St.","2014-15","Eastern Wash.",2015,1,17,73,67,"Away",0
"Sacramento St.","2014-15","Idaho St.",2015,1,22,84,53,"Home",0
"Sacramento St.","2014-15","Weber St.",2015,1,24,108,65,"Home",0
"Sacramento St.","2014-15","Montana St.",2015,1,29,64,91,"Away",0
"Sacramento St.","2014-15","Montana",2015,1,31,86,94,"Away",0
"Sacramento St.","2014-15","Portland St.",2015,2,7,92,60,"Away",0
"Sacramento St.","2014-15","Eastern Wash.",2015,2,12,79,80,"Home",0
"Sacramento St.","2014-15","Idaho",2015,2,14,92,84,"Home",0
"Sacramento St.","2014-15","Northern Colo.",2015,2,19,76,78,"Away",0
"Sacramento St.","2014-15","North Dakota",2015,2,21,64,62,"Away",0
"Sacramento St.","2014-15","Portland St.",2015,2,28,123,77,"Home",0
"Sacramento St.","2014-15","Southern Utah",2015,3,5,107,73,"Home",0
"Sacramento St.","2014-15","Northern Ariz.",2015,3,7,105,81,"Home",0
"Sacramento St.","2014-15","Montana St.",2015,3,11,78,62,"Neutral",0
"Sacramento St.","2014-15","Northern Colo.",2015,3,13,79,81,"Neutral",1
"Sacramento St.","2014-15","Pacific",2015,3,19,87,79,"Away",0
"Sacramento St.","2014-15","Eastern Wash.",2015,3,23,84,49,"Home",0
"Sacramento St.","2014-15","Saint Mary's (CA)",2015,3,26,69,77,"Home",0
"UC Santa Barbara","2014-15","Nevada",2014,11,14,58,71,"Away",0
"UC Santa Barbara","2014-15","Idaho",2014,11,17,44,47,"Home",0
"UC Santa Barbara","2014-15","Santa Clara",2014,11,20,33,47,"Home",0
"UC Santa Barbara","2014-15","Northern Ariz.",2014,11,23,49,67,"Away",0
"UC Santa Barbara","2014-15","Arizona",2014,11,25,34,61,"Away",0
"UC Santa Barbara","2014-15","Army West Point",2014,11,28,39,61,"Home",0
"UC Santa Barbara","2014-15","Washington St.",2014,12,4,55,81,"Home",0
"UC Santa Barbara","2014-15","San Diego St.",2014,12,7,58,64,"Away",0
"UC Santa Barbara","2014-15","Pepperdine",2014,12,12,44,66,"Home",0
"UC Santa Barbara","2014-15","LSU",2014,12,19,45,78,"Home",0
"UC Santa Barbara","2014-15","Stanford",2014,12,28,34,90,"Away",0
"UC Santa Barbara","2014-15","Seattle U",2014,12,31,46,66,"Away",0
"UC Santa Barbara","2014-15","CSU Bakersfield",2015,1,6,64,74,"Away",0
"UC Santa Barbara","2014-15","Cal Poly",2015,1,10,41,56,"Home",0
"UC Santa Barbara","2014-15","CSUN",2015,1,15,48,84,"Away",0
"UC Santa Barbara","2014-15","Long Beach St.",2015,1,17,44,81,"Home",0
"UC Santa Barbara","2014-15","UC Riverside",2015,1,22,74,89,"Away",0
"UC Santa Barbara","2014-15","Cal St. Fullerton",2015,1,24,50,54,"Away",0
"UC Santa Barbara","2014-15","UC Irvine",2015,1,29,58,61,"Home",0
"UC Santa Barbara","2014-15","UC Davis",2015,1,31,54,60,"Home",1
"UC Santa Barbara","2014-15","Hawaii",2015,2,5,43,60,"Away",0
"UC Santa Barbara","2014-15","Long Beach St.",2015,2,12,38,68,"Away",0
"UC Santa Barbara","2014-15","CSUN",2015,2,14,21,60,"Home",0
"UC Santa Barbara","2014-15","UC Riverside",2015,2,19,65,71,"Home",0
"UC Santa Barbara","2014-15","Cal St. Fullerton",2015,2,21,48,39,"Home",0
"UC Santa Barbara","2014-15","UC Irvine",2015,2,26,46,58,"Away",0
"UC Santa Barbara","2014-15","UC Davis",2015,2,28,57,52,"Away",0
"UC Santa Barbara","2014-15","Hawaii",2015,3,5,36,60,"Home",0
"UC Santa Barbara","2014-15","Cal Poly",2015,3,7,63,84,"Away",0
"USC Upstate","2014-15","Iowa",2014,11,14,56,107,"Away",0
"USC Upstate","2014-15","Iowa St.",2014,11,16,76,98,"Away",0
"USC Upstate","2014-15","Converse",2014,11,18,78,50,"Home",0
"USC Upstate","2014-15","UNC Greensboro",2014,11,20,69,60,"Away",0
"USC Upstate","2014-15","Purdue Fort Wayne",2014,11,23,85,73,"Home",0
"USC Upstate","2014-15","South Carolina St.",2014,11,25,50,60,"Away",0
"USC Upstate","2014-15","Brevard",2014,11,30,72,44,"Home",0
"USC Upstate","2014-15","Alabama",2014,12,2,65,74,"Away",0
"USC Upstate","2014-15","Western Caro.",2014,12,6,59,63,"Away",1
"USC Upstate","2014-15","UMES",2014,12,13,60,38,"Home",0
"USC Upstate","2014-15","Morehead St.",2014,12,17,75,69,"Home",0
"USC Upstate","2014-15","UNC Asheville",2014,12,21,67,60,"Home",0
"USC Upstate","2014-15","Col. of Charleston",2014,12,30,60,61,"Away",0
"USC Upstate","2014-15","Norfolk St.",2015,1,3,70,58,"Home",0
"USC Upstate","2014-15","Furman",2015,1,7,59,74,"Away",0
"USC Upstate","2014-15","Kennesaw St.",2015,1,10,63,72,"Home",0
"USC Upstate","2014-15","Lipscomb",2015,1,14,71,68,"Home",0
"USC Upstate","2014-15","Northern Ky.",2015,1,17,74,77,"Away",0
"USC Upstate","2014-15","FGCU",2015,1,22,61,79,"Away",0
"USC Upstate","2014-15","Stetson",2015,1,24,44,67,"Away",0
"USC Upstate","2014-15","Jacksonville",2015,1,29,66,64,"Home",0
"USC Upstate","2014-15","North Florida",2015,1,31,61,49,"Home",0
"USC Upstate","2014-15","Kennesaw St.",2015,2,7,55,67,"Away",0
"USC Upstate","2014-15","North Florida",2015,2,12,59,50,"Away",0
"USC Upstate","2014-15","Jacksonville",2015,2,14,60,58,"Away",0
"USC Upstate","2014-15","Stetson",2015,2,19,66,92,"Home",0
"USC Upstate","2014-15","FGCU",2015,2,21,59,75,"Home",0
"USC Upstate","2014-15","Lipscomb",2015,2,25,76,67,"Away",0
"USC Upstate","2014-15","Northern Ky.",2015,2,28,60,83,"Home",0
"USC Upstate","2014-15","Northern Ky.",2015,3,6,45,64,"Away",0
"Elon","2014-15","Anderson (SC)",2014,11,14,77,72,"Home",0
"Elon","2014-15","Navy",2014,11,16,69,56,"Home",0
"Elon","2014-15","Charlotte",2014,11,21,67,54,"Away",0
"Elon","2014-15","Liberty",2014,11,25,73,62,"Home",0
"Elon","2014-15","High Point",2014,11,30,71,87,"Away",0
"Elon","2014-15","NC State",2014,12,7,51,84,"Away",0
"Elon","2014-15","Vanderbilt",2014,12,14,50,66,"Home",0
"Elon","2014-15","Campbell",2014,12,17,77,51,"Away",0
"Elon","2014-15","North Carolina",2014,12,21,67,85,"Neutral",0
"Elon","2014-15","Furman",2014,12,29,81,71,"Home",0
"Elon","2014-15","Lenoir-Rhyne",2014,12,31,62,46,"Home",0
"Elon","2014-15","Delaware",2015,1,4,60,50,"Away",0
"Elon","2014-15","Drexel",2015,1,6,47,57,"Home",0
"Elon","2014-15","William & Mary",2015,1,9,72,59,"Away",0
"Elon","2014-15","Col. of Charleston",2015,1,11,77,68,"Home",0
"Elon","2014-15","James Madison",2015,1,15,51,68,"Home",0
"Elon","2014-15","Towson",2015,1,18,58,43,"Home",0
"Elon","2014-15","UNCW",2015,1,22,68,76,"Away",0
"Elon","2014-15","Northeastern",2015,1,25,80,77,"Home",1
"Elon","2014-15","James Madison",2015,1,30,60,89,"Away",0
"Elon","2014-15","Towson",2015,2,5,84,70,"Away",0
"Elon","2014-15","Col. of Charleston",2015,2,8,75,71,"Away",0
"Elon","2014-15","UNCW",2015,2,12,82,86,"Home",0
"Elon","2014-15","Hofstra",2015,2,15,53,55,"Home",0
"Elon","2014-15","Northeastern",2015,2,19,74,73,"Away",0
"Elon","2014-15","William & Mary",2015,2,22,64,60,"Home",0
"Elon","2014-15","Drexel",2015,2,27,51,54,"Away",0
"Elon","2014-15","Hofstra",2015,3,1,64,58,"Away",0
"Elon","2014-15","Delaware",2015,3,4,77,76,"Home",1
"Elon","2014-15","UNCW",2015,3,13,60,48,"Neutral",0
"Elon","2014-15","James Madison",2015,3,14,60,63,"Neutral",0
"Elon","2014-15","Georgia Tech",2015,3,19,47,69,"Away",0
"California","2014-15","Pacific",2014,11,16,84,64,"Away",0
"California","2014-15","Nevada",2014,11,18,76,54,"Home",0
"California","2014-15","Hawaii",2014,11,21,79,72,"Away",0
"California","2014-15","Missouri",2014,11,23,82,70,"Neutral",0
"California","2014-15","San Jose St.",2014,11,28,110,87,"Home",0
"California","2014-15","Creighton",2014,11,29,94,69,"Home",0
"California","2014-15","Sacramento St.",2014,12,3,107,94,"Home",0
"California","2014-15","Kansas",2014,12,7,39,62,"Away",0
"California","2014-15","Long Beach St.",2014,12,13,56,58,"Away",1
"California","2014-15","Louisville",2014,12,21,57,70,"Home",0
"California","2014-15","Old Dominion",2014,12,29,79,59,"Home",0
"California","2014-15","Utah",2015,1,3,67,49,"Home",0
"California","2014-15","Colorado",2015,1,5,75,59,"Home",0
"California","2014-15","Washington St.",2015,1,9,70,62,"Away",0
"California","2014-15","Washington",2015,1,11,77,79,"Away",0
"California","2014-15","Arizona St.",2015,1,16,52,67,"Home",0
"California","2014-15","Arizona",2015,1,18,68,56,"Home",0
"California","2014-15","Southern California",2015,1,23,67,53,"Away",0
"California","2014-15","UCLA",2015,1,25,72,57,"Away",0
"California","2014-15","Washington",2015,1,31,82,58,"Home",0
"California","2014-15","Washington St.",2015,2,2,57,54,"Home",0
"California","2014-15","Arizona",2015,2,6,65,46,"Away",0
"California","2014-15","Arizona St.",2015,2,8,50,49,"Away",0
"California","2014-15","UCLA",2015,2,12,70,64,"Home",0
"California","2014-15","Southern California",2015,2,15,54,65,"Home",0
"California","2014-15","Stanford",2015,2,18,47,59,"Home",0
"California","2014-15","Stanford",2015,2,22,63,53,"Away",0
"California","2014-15","Oregon",2015,2,26,74,59,"Away",0
"California","2014-15","Oregon St.",2015,2,28,55,73,"Away",0
"California","2014-15","Washington",2015,3,6,69,53,"Neutral",0
"California","2014-15","Colorado",2015,3,7,68,55,"Neutral",0
"California","2014-15","Stanford",2015,3,8,60,61,"Neutral",0
"California","2014-15","Wichita St.",2015,3,20,78,66,"Home",0
"California","2014-15","Texas",2015,3,22,70,73,"Home",0
"UC Davis","2014-15","UConn",2014,11,14,43,102,"Home",0
"UC Davis","2014-15","Sacramento St.",2014,11,18,90,82,"Away",0
"UC Davis","2014-15","Saint Mary's (CA)",2014,11,22,55,57,"Home",0
"UC Davis","2014-15","Utah Valley",2014,11,26,59,49,"Home",0
"UC Davis","2014-15","Pacific",2014,11,29,60,53,"Home",0
"UC Davis","2014-15","San Francisco",2014,12,2,70,73,"Home",0
"UC Davis","2014-15","Santa Clara",2014,12,5,76,79,"Neutral",0
"UC Davis","2014-15","Southern Utah",2014,12,6,76,53,"Neutral",0
"UC Davis","2014-15","San Jose St.",2014,12,10,75,89,"Away",0
"UC Davis","2014-15","Arizona St.",2014,12,13,51,72,"Away",0
"UC Davis","2014-15","Stanford",2014,12,22,59,71,"Away",0
"UC Davis","2014-15","Menlo",2015,1,3,77,56,"Home",0
"UC Davis","2014-15","CSUN",2015,1,8,60,49,"Away",0
"UC Davis","2014-15","Long Beach St.",2015,1,10,60,63,"Away",0
"UC Davis","2014-15","UC Riverside",2015,1,15,70,61,"Home",0
"UC Davis","2014-15","Cal St. Fullerton",2015,1,17,64,59,"Home",0
"UC Davis","2014-15","Hawaii",2015,1,22,53,58,"Home",0
"UC Davis","2014-15","Cal Poly",2015,1,29,64,72,"Away",0
"UC Davis","2014-15","UC Santa Barbara",2015,1,31,60,54,"Away",1
"UC Davis","2014-15","CSUN",2015,2,5,73,67,"Home",0
"UC Davis","2014-15","UC Irvine",2015,2,7,79,69,"Home",0
"UC Davis","2014-15","Cal St. Fullerton",2015,2,12,74,67,"Away",1
"UC Davis","2014-15","Long Beach St.",2015,2,19,83,66,"Home",0
"UC Davis","2014-15","Hawaii",2015,2,21,60,62,"Away",0
"UC Davis","2014-15","Cal Poly",2015,2,26,52,68,"Home",0
"UC Davis","2014-15","UC Santa Barbara",2015,2,28,52,57,"Home",0
"UC Davis","2014-15","UC Riverside",2015,3,5,56,61,"Away",0
"UC Davis","2014-15","UC Irvine",2015,3,7,62,71,"Away",0
"UC Davis","2014-15","UC Irvine",2015,3,10,80,71,"Neutral",0
"UC Davis","2014-15","Long Beach St.",2015,3,11,70,67,"Neutral",0
"UC Davis","2014-15","CSUN",2015,3,13,47,61,"Neutral",0
"UC Irvine","2014-15","Northern Ariz.",2014,11,14,35,66,"Away",0
"UC Irvine","2014-15","Grand Canyon",2014,11,16,54,53,"Away",0
"UC Irvine","2014-15","Pepperdine",2014,11,19,53,76,"Home",0
"UC Irvine","2014-15","San Jose St.",2014,11,22,65,91,"Home",0
"UC Irvine","2014-15","South Dakota",2014,11,24,52,96,"Away",0
"UC Irvine","2014-15","Bowling Green",2014,11,28,54,62,"Neutral",0
"UC Irvine","2014-15","UAB",2014,11,29,65,69,"Neutral",1
"UC Irvine","2014-15","CSU Bakersfield",2014,12,3,70,80,"Away",0
"UC Irvine","2014-15","San Diego",2014,12,14,64,87,"Home",0
"UC Irvine","2014-15","CSU Bakersfield",2014,12,16,65,68,"Home",0
"UC Irvine","2014-15","Purdue",2014,12,19,44,69,"Away",0
"UC Irvine","2014-15","Wright St.",2014,12,20,42,80,"Neutral",0
"UC Irvine","2014-15","Denver",2014,12,21,63,55,"Neutral",0
"UC Irvine","2014-15","TCU",2014,12,30,56,78,"Away",0
"UC Irvine","2014-15","Concordia Irvine",2015,1,4,78,72,"Home",0
"UC Irvine","2014-15","Long Beach St.",2015,1,8,40,57,"Away",0
"UC Irvine","2014-15","UC Riverside",2015,1,10,58,71,"Away",0
"UC Irvine","2014-15","Cal St. Fullerton",2015,1,15,51,62,"Home",0
"UC Irvine","2014-15","CSUN",2015,1,22,63,72,"Home",0
"UC Irvine","2014-15","Hawaii",2015,1,24,50,85,"Home",0
"UC Irvine","2014-15","UC Santa Barbara",2015,1,29,61,58,"Away",0
"UC Irvine","2014-15","Cal Poly",2015,1,31,58,74,"Away",0
"UC Irvine","2014-15","Long Beach St.",2015,2,5,46,62,"Home",0
"UC Irvine","2014-15","UC Davis",2015,2,7,69,79,"Away",0
"UC Irvine","2014-15","UC Riverside",2015,2,14,76,72,"Home",1
"UC Irvine","2014-15","Hawaii",2015,2,19,37,75,"Away",0
"UC Irvine","2014-15","CSUN",2015,2,21,60,82,"Away",0
"UC Irvine","2014-15","UC Santa Barbara",2015,2,26,58,46,"Home",0
"UC Irvine","2014-15","Cal Poly",2015,2,28,84,75,"Home",0
"UC Irvine","2014-15","Cal St. Fullerton",2015,3,5,54,66,"Away",0
"UC Irvine","2014-15","UC Davis",2015,3,7,71,62,"Home",0
"UC Irvine","2014-15","UC Davis",2015,3,10,71,80,"Neutral",0
"Gardner-Webb","2014-15","Indiana",2014,11,15,54,115,"Away",0
"Gardner-Webb","2014-15","Montreat",2014,11,18,118,37,"Home",0
"Gardner-Webb","2014-15","Davidson",2014,11,20,67,68,"Home",0
"Gardner-Webb","2014-15","N.C. Central",2014,11,22,73,53,"Home",0
"Gardner-Webb","2014-15","Appalachian St.",2014,11,25,69,77,"Away",0
"Gardner-Webb","2014-15","Wofford",2014,11,29,65,60,"Away",0
"Gardner-Webb","2014-15","Presbyterian",2014,12,2,50,55,"Away",0
"Gardner-Webb","2014-15","UNC Greensboro",2014,12,5,60,76,"Away",0
"Gardner-Webb","2014-15","Liberty",2014,12,13,47,56,"Away",0
"Gardner-Webb","2014-15","Tenn. Temple",2014,12,18,68,48,"Home",0
"Gardner-Webb","2014-15","Kennesaw St.",2014,12,20,47,50,"Away",0
"Gardner-Webb","2014-15","Longwood",2014,12,28,59,63,"Away",0
"Gardner-Webb","2014-15","Radford",2014,12,30,60,76,"Home",0
"Gardner-Webb","2014-15","Coastal Carolina",2015,1,3,82,74,"Home",0
"Gardner-Webb","2014-15","Winthrop",2015,1,5,79,65,"Away",0
"Gardner-Webb","2014-15","Charleston So.",2015,1,10,70,54,"Home",0
"Gardner-Webb","2014-15","Campbell",2015,1,13,74,75,"Away",0
"Gardner-Webb","2014-15","UNC Asheville",2015,1,17,55,64,"Home",0
"Gardner-Webb","2014-15","High Point",2015,1,20,57,72,"Away",0
"Gardner-Webb","2014-15","Radford",2015,1,27,49,59,"Away",0
"Gardner-Webb","2014-15","Coastal Carolina",2015,1,31,71,65,"Away",0
"Gardner-Webb","2014-15","Presbyterian",2015,2,2,50,47,"Home",0
"Gardner-Webb","2014-15","Liberty",2015,2,5,48,61,"Home",0
"Gardner-Webb","2014-15","Longwood",2015,2,7,80,53,"Home",0
"Gardner-Webb","2014-15","Charleston So.",2015,2,10,62,56,"Away",0
"Gardner-Webb","2014-15","Winthrop",2015,2,14,75,62,"Home",0
"Gardner-Webb","2014-15","Campbell",2015,2,17,62,72,"Home",0
"Gardner-Webb","2014-15","UNC Asheville",2015,2,21,66,58,"Away",0
"Gardner-Webb","2014-15","High Point",2015,2,24,58,74,"Home",0
"Gardner-Webb","2014-15","Longwood",2015,3,3,63,55,"Neutral",0
"Gardner-Webb","2014-15","Radford",2015,3,5,70,56,"Neutral",0
"Gardner-Webb","2014-15","High Point",2015,3,7,53,56,"Neutral",0
"UCLA","2014-15","James Madison",2014,11,14,87,91,"Away",1
"UCLA","2014-15","North Carolina",2014,11,16,68,84,"Away",0
"UCLA","2014-15","Texas",2014,11,23,65,75,"Home",0
"UCLA","2014-15","Nebraska",2014,11,28,66,71,"Home",0
"UCLA","2014-15","Cincinnati",2014,12,2,66,58,"Home",0
"UCLA","2014-15","UC Riverside",2014,12,10,57,43,"Home",0
"UCLA","2014-15","Sacramento St.",2014,12,12,92,83,"Home",0
"UCLA","2014-15","Miami (FL)",2014,12,18,67,74,"Neutral",0
"UCLA","2014-15","Samford",2014,12,19,71,52,"Neutral",0
"UCLA","2014-15","UConn",2014,12,21,50,86,"Neutral",0
"UCLA","2014-15","Notre Dame",2014,12,28,67,82,"Home",0
"UCLA","2014-15","Southern California",2014,12,30,59,52,"Away",0
"UCLA","2014-15","Oregon St.",2015,1,3,47,65,"Home",0
"UCLA","2014-15","Oregon",2015,1,5,46,62,"Home",0
"UCLA","2014-15","Utah",2015,1,9,49,46,"Away",0
"UCLA","2014-15","Colorado",2015,1,11,90,84,"Away",0
"UCLA","2014-15","Southern California",2015,1,18,71,60,"Home",0
"UCLA","2014-15","Stanford",2015,1,23,70,79,"Home",0
"UCLA","2014-15","California",2015,1,25,57,72,"Home",0
"UCLA","2014-15","Oregon",2015,1,31,65,67,"Away",0
"UCLA","2014-15","Oregon St.",2015,2,2,64,82,"Away",0
"UCLA","2014-15","Colorado",2015,2,6,72,65,"Home",0
"UCLA","2014-15","Utah",2015,2,8,58,45,"Home",0
"UCLA","2014-15","California",2015,2,12,64,70,"Away",0
"UCLA","2014-15","Stanford",2015,2,15,50,68,"Away",0
"UCLA","2014-15","Arizona St.",2015,2,20,56,68,"Home",0
"UCLA","2014-15","Arizona",2015,2,22,75,41,"Home",0
"UCLA","2014-15","Washington St.",2015,2,26,74,69,"Away",0
"UCLA","2014-15","Washington",2015,2,28,61,74,"Away",0
"UCLA","2014-15","Arizona",2015,3,5,80,62,"Neutral",0
"UCLA","2014-15","Stanford",2015,3,6,62,67,"Neutral",0
"UCLA","2014-15","CSU Bakersfield",2015,3,19,70,54,"Home",0
"UCLA","2014-15","San Diego",2015,3,22,63,58,"Away",0
"UCLA","2014-15","Northern Colo.",2015,3,26,74,60,"Home",0
"UCLA","2014-15","Saint Mary's (CA)",2015,3,29,82,66,"Home",0
"UCLA","2014-15","Michigan",2015,4,1,69,65,"Away",0
"UCLA","2014-15","West Virginia",2015,4,4,62,60,"Away",0
"Grand Canyon","2014-15","UC Irvine",2014,11,16,53,54,"Home",0
